ShipmentID,OrderID,ShippedDate,EstimatedDelivery,Carrier,TrackingNumber
50904,826374,2023-07-09,2023-07-20,DHL,VYe014155813
8062,65572,2023-07-08,2023-07-12,UPS,iBY807728479
81822,26231,2023-04-22,2023-05-04,Royal Mail,EQS586920285
49882,509653,2022-02-04,2022-02-12,DHL,PmS495002140
81130,507175,2023-11-05,2023-11-10,FedEx,gAm895315483
44174,738820,2023-10-21,2023-11-01,UPS,cKl067053946
90862,28295,2023-04-26,2023-04-28,FedEx,ujI127336829
4254,180286,2023-11-07,2023-11-15,DHL,eqq900266781
63032,258142,2023-04-25,2023-05-03,USPS,Hbw063061120
69397,367612,2022-11-15,2022-11-28,DHL,LvB341277470
12434,886695,2022-12-05,2022-12-06,UPS,ZRG618647270
31053,765727,2022-06-13,2022-06-23,Royal Mail,mpx351483757
77867,261444,2023-11-13,2023-11-19,FedEx,YeX738431134
39384,901354,2023-04-27,2023-05-03,UPS,WHT191347119
24911,234625,2023-10-10,2023-10-12,UPS,FsJ905585866
92203,436301,2023-08-21,2023-08-27,FedEx,cfj743910601
26757,595149,2022-08-19,2022-08-31,USPS,zhR779914540
30459,150677,2021-12-31,2022-01-09,DHL,FAG032329468
29458,112518,2023-01-02,2023-01-03,DHL,yrV743818355
33733,421888,2023-03-26,2023-04-08,UPS,iSU402305222
69888,71821,2021-12-13,2021-12-25,UPS,Rua311679732
42560,256956,2023-10-14,2023-10-22,Royal Mail,IjP743424643
79587,24225,2022-07-27,2022-08-09,USPS,WpD698500971
62160,839730,2023-06-19,2023-06-25,USPS,rrU430978801
90823,311934,2023-06-29,2023-07-09,USPS,vOr225387405
96769,23820,2022-04-22,2022-04-26,Royal Mail,CWk014087352
33948,358370,2022-01-17,2022-01-24,FedEx,ars349770789
65581,774356,2022-12-22,2023-01-05,Royal Mail,LXY674387766
68949,917944,2023-10-05,2023-10-16,DHL,ERF489011592
93963,664206,2023-09-10,2023-09-16,Royal Mail,GKw021549533
61292,418105,2023-04-03,2023-04-09,UPS,SEI878029101
94385,500586,2023-11-16,2023-11-20,USPS,vFE651326152
80654,419684,2023-03-31,2023-04-11,FedEx,raF591204182
29142,182668,2023-11-05,2023-11-13,Royal Mail,RCC376536832
70026,212884,2023-09-06,2023-09-13,UPS,HLE404537871
38197,294926,2023-11-11,2023-11-12,Royal Mail,lAg740771033
3384,907671,2022-08-10,2022-08-18,FedEx,MJT184698613
40223,330497,2023-08-27,2023-09-05,FedEx,wgm594714521
6682,313246,2023-02-24,2023-02-27,UPS,xEs848162870
44079,769274,2023-10-31,2023-11-02,DHL,Kjc202394239
69267,890225,2023-09-15,2023-09-18,USPS,qxv440139894
76392,425424,2023-06-17,2023-06-18,USPS,PFx552258392
32802,851500,2022-09-21,2022-09-28,Royal Mail,hbG977373232
80053,330832,2022-10-08,2022-10-22,Royal Mail,qlo125682611
94344,490966,2023-11-08,2023-11-12,DHL,wXV235747929
62244,729363,2022-05-26,2022-06-01,USPS,MEP676631341
47758,210129,2023-09-17,2023-09-29,Royal Mail,kEY499277275
79298,555176,2023-11-08,2023-11-20,UPS,Eix179862670
98194,351574,2023-05-10,2023-05-14,FedEx,QNi451356347
43820,236166,2023-07-11,2023-07-12,USPS,mSB749683608
87159,449422,2023-10-22,2023-10-23,Royal Mail,ufT047152243
92536,368943,2023-09-03,2023-09-15,FedEx,gmm996027575
15058,271947,2023-07-12,2023-07-20,DHL,vAM630078774
30697,442244,2023-03-20,2023-03-30,Royal Mail,guL872357821
83455,863535,2023-11-08,2023-11-10,FedEx,Nob746357966
84074,665476,2023-07-06,2023-07-11,UPS,svA418149998
18861,179158,2023-04-08,2023-04-19,DHL,IfR723251027
57510,112111,2023-09-06,2023-09-16,FedEx,RsN255878841
67077,819687,2023-01-13,2023-01-16,USPS,OWa249277853
90461,457818,2023-04-10,2023-04-18,FedEx,bUk497829236
69903,425549,2023-06-04,2023-06-10,UPS,tSd226562406
18583,308081,2023-04-07,2023-04-16,Royal Mail,lXR186859464
1942,321370,2023-08-07,2023-08-09,USPS,Yav584327223
26276,909048,2023-11-15,2023-11-18,USPS,Wms855682899
31582,983394,2023-07-26,2023-07-30,UPS,zUA123490206
31643,281427,2023-06-02,2023-06-03,USPS,aDC727248270
86625,119888,2023-10-17,2023-10-28,UPS,fGK556719659
88397,222980,2022-07-29,2022-08-04,UPS,owU480949357
27830,567111,2023-02-03,2023-02-10,USPS,tXM083004107
73303,74297,2023-06-26,2023-07-03,Royal Mail,HUB789390484
1337,442244,2022-02-26,2022-03-10,UPS,yWz564561408
94065,353850,2023-04-22,2023-04-26,DHL,tfR907343217
43754,744139,2023-02-23,2023-02-25,Royal Mail,BgC193571296
8696,350808,2023-02-24,2023-03-07,Royal Mail,EHZ008623287
40176,593935,2023-03-10,2023-03-16,FedEx,dvd733598670
28903,579806,2022-12-25,2023-01-05,USPS,sUW172124742
59961,917944,2023-11-06,2023-11-10,UPS,qxM306350459
50047,140316,2022-12-21,2023-01-04,DHL,KjO295179955
83207,544734,2023-08-11,2023-08-23,Royal Mail,CCb820151879
67323,904022,2023-11-10,2023-11-12,USPS,hHc263915118
58000,18318,2023-04-12,2023-04-25,Royal Mail,IuG730396905
89806,709107,2022-10-11,2022-10-18,DHL,zQW611985487
87904,678054,2023-10-12,2023-10-15,DHL,yxd241781355
85306,330040,2023-09-21,2023-10-02,UPS,FIb903465089
88509,491222,2023-10-17,2023-10-27,USPS,GmW843899061
36606,12870,2023-03-10,2023-03-14,DHL,ELN180473113
62589,63165,2023-11-15,2023-11-24,FedEx,bzQ596326299
55685,344897,2023-09-05,2023-09-18,USPS,Tlz875156321
56020,193611,2023-06-05,2023-06-15,Royal Mail,Hwi298912178
76257,741106,2022-06-07,2022-06-12,USPS,fPN342752225
73585,168625,2023-03-04,2023-03-14,USPS,PsY109384589
67135,57999,2023-11-08,2023-11-19,UPS,lwt923922711
16858,288586,2023-05-22,2023-06-05,USPS,OKZ075221100
91412,865743,2023-07-10,2023-07-17,FedEx,uJh408323408
89431,405408,2023-10-20,2023-10-25,DHL,xkL950194585
90490,210282,2022-04-14,2022-04-22,UPS,icO847928659
93964,610882,2023-07-20,2023-07-26,Royal Mail,yXW196445098
71143,385118,2023-11-15,2023-11-25,Royal Mail,JTS182824150
3918,741032,2023-06-12,2023-06-18,Royal Mail,mim465009671
69140,357890,2022-08-03,2022-08-07,USPS,oTQ248833903
94164,449768,2023-08-18,2023-08-30,DHL,ggy912536132
47083,726411,2023-08-20,2023-08-27,USPS,lCv918931662
17961,268937,2023-08-07,2023-08-18,Royal Mail,RbT078484394
71759,963974,2023-10-09,2023-10-17,USPS,ylW599604990
53692,828290,2023-05-30,2023-06-06,UPS,raP986706150
25724,340191,2023-07-24,2023-08-02,DHL,NIV456491487
48414,288932,2023-09-29,2023-09-30,Royal Mail,RoB518206733
69706,261515,2022-12-06,2022-12-07,DHL,pyf998336973
81662,51037,2023-07-04,2023-07-16,DHL,jEA770692202
96048,5568,2023-10-12,2023-10-24,UPS,VkC602743166
46166,28187,2023-02-07,2023-02-19,DHL,fpL259502324
21807,617171,2023-11-13,2023-11-24,Royal Mail,PqX841406511
3507,360931,2022-07-17,2022-07-29,DHL,WEm085929389
96592,380621,2023-11-02,2023-11-16,UPS,Gwl794764122
38882,270589,2022-11-30,2022-12-05,FedEx,epq998336399
28829,227372,2023-11-10,2023-11-12,FedEx,crR966127945
70463,453339,2022-12-25,2023-01-08,USPS,ArO186221072
97183,957077,2023-09-15,2023-09-17,FedEx,vWe353999486
71321,553869,2023-10-08,2023-10-14,USPS,yMQ519769961
89518,375953,2023-11-06,2023-11-16,DHL,RgK595391681
38216,923971,2023-09-06,2023-09-08,DHL,GqQ508512037
94976,549696,2023-10-29,2023-11-05,Royal Mail,Kps243691773
12591,600797,2023-06-05,2023-06-11,Royal Mail,hUA761407467
63160,602480,2023-05-29,2023-06-01,Royal Mail,gsB345177296
68037,219672,2023-04-23,2023-04-30,Royal Mail,vXN117173374
68389,366849,2023-04-10,2023-04-19,FedEx,OYg187654501
39567,719149,2023-09-08,2023-09-19,UPS,QMg841481568
85859,86032,2023-01-31,2023-02-10,USPS,MIj614495403
32327,455527,2022-06-07,2022-06-12,FedEx,BNq742794373
23975,703738,2023-07-28,2023-08-02,DHL,aHj501931920
54491,281484,2023-10-11,2023-10-12,USPS,rwJ301703564
77244,607615,2022-12-26,2023-01-05,FedEx,BeZ418583343
81361,621042,2023-09-09,2023-09-20,DHL,LeM267801399
66747,236166,2023-07-06,2023-07-16,FedEx,BBQ118298700
4698,247588,2023-05-30,2023-06-09,USPS,wfq639203169
12725,6050,2023-09-01,2023-09-12,UPS,pJV751796700
57802,51663,2022-04-04,2022-04-11,UPS,HDt417477380
12248,607541,2023-11-06,2023-11-12,UPS,gyc731309906
45285,328610,2023-09-25,2023-10-05,DHL,GSZ504721378
64296,19875,2023-08-24,2023-08-31,FedEx,qpd315652303
36666,127997,2023-04-18,2023-04-30,UPS,VFr175760971
5869,426423,2023-06-10,2023-06-18,FedEx,zhy687278023
52531,504586,2023-11-15,2023-11-18,USPS,lqU127953990
15652,285922,2023-03-02,2023-03-13,UPS,Jqe567290287
89492,723285,2023-08-22,2023-09-01,DHL,wGH626537589
57932,622971,2023-08-11,2023-08-24,UPS,Qvw724785292
75199,477830,2023-02-12,2023-02-19,Royal Mail,nNl212847304
80296,662841,2023-10-23,2023-10-27,DHL,nzZ898154536
33992,777591,2023-10-02,2023-10-04,USPS,Xmm445660525
58664,945454,2023-11-13,2023-11-25,DHL,Kng206162794
87474,213351,2023-10-04,2023-10-18,FedEx,ocl746832285
38999,259029,2023-05-05,2023-05-17,UPS,yQY358695325
19723,832854,2023-03-03,2023-03-15,DHL,qmC204797521
6834,532664,2022-05-29,2022-06-08,UPS,QrH173290167
38356,789186,2023-03-18,2023-03-27,Royal Mail,dlx282886916
46463,333779,2023-03-14,2023-03-18,UPS,QCc718014817
47218,972212,2023-10-12,2023-10-26,UPS,cUq163830705
89246,998695,2023-10-21,2023-10-30,DHL,opG572958332
12496,566856,2023-10-26,2023-11-03,Royal Mail,HPq229936249
32329,576461,2023-10-10,2023-10-16,UPS,TOe001905827
98249,253122,2023-08-13,2023-08-23,Royal Mail,RlS332268419
43901,783694,2023-11-07,2023-11-13,DHL,vaT816891899
46636,373756,2023-08-11,2023-08-16,FedEx,OGy089476665
657,360931,2023-04-26,2023-05-04,Royal Mail,tBL106072618
4109,157882,2023-01-07,2023-01-21,DHL,nhm280279191
77742,186353,2023-03-01,2023-03-04,UPS,Jgg252521308
85684,861285,2023-08-24,2023-09-06,DHL,wGj388110164
77471,904048,2022-08-27,2022-09-02,UPS,MDf935341269
84768,76123,2023-06-21,2023-06-26,Royal Mail,UNQ041945089
33876,497818,2023-03-15,2023-03-26,UPS,aUg521905437
23833,757439,2023-06-03,2023-06-04,USPS,PKv838708679
36404,951924,2023-06-24,2023-07-01,USPS,Kco383008568
24408,167894,2023-11-13,2023-11-21,FedEx,Euu942040961
10687,119778,2023-01-22,2023-02-05,Royal Mail,zLq856970863
3090,983609,2022-11-13,2022-11-21,USPS,HHc027668036
23010,411193,2023-09-20,2023-09-21,USPS,maO293283999
35605,661000,2023-10-15,2023-10-28,DHL,swV503986476
18860,773596,2023-09-17,2023-09-25,FedEx,JxA216841252
73669,601891,2023-07-16,2023-07-29,FedEx,cfe901422268
89775,602869,2023-09-22,2023-10-06,UPS,cfu981948185
75776,527246,2023-03-06,2023-03-08,Royal Mail,Ygp741980896
7995,905632,2023-01-13,2023-01-20,USPS,KLC194086904
85183,86017,2023-04-27,2023-04-28,FedEx,Qzo794996666
3960,14550,2022-01-15,2022-01-20,Royal Mail,GFy402900016
61325,527630,2023-10-25,2023-11-02,USPS,SDS013799793
73451,960967,2023-06-05,2023-06-15,UPS,cYG652745219
87179,231270,2022-10-10,2022-10-24,DHL,rER034616368
77844,286396,2023-10-04,2023-10-18,Royal Mail,Nda700858883
85497,580066,2023-05-08,2023-05-18,USPS,DUt022830226
55309,161022,2023-09-05,2023-09-09,Royal Mail,gZU224874701
69148,843470,2022-12-21,2022-12-25,DHL,HRR259606972
98319,118135,2023-07-14,2023-07-27,DHL,IbJ764672814
520,77924,2023-07-13,2023-07-14,DHL,VpW434292188
22551,93395,2023-06-05,2023-06-06,UPS,TZm823508408
26183,822140,2023-09-13,2023-09-22,FedEx,cNI348592624
74456,392494,2022-08-16,2022-08-25,UPS,XZz071259718
82108,871690,2023-05-14,2023-05-18,FedEx,HtW447631571
56684,449378,2023-03-18,2023-03-20,Royal Mail,LyW643255200
24811,542155,2023-03-06,2023-03-15,FedEx,Fdt063154223
89812,219360,2023-09-06,2023-09-12,DHL,Orr260448127
64719,405114,2023-01-17,2023-01-26,Royal Mail,zdm394939336
60013,708136,2023-08-14,2023-08-26,USPS,Msi431411546
1504,323473,2023-09-03,2023-09-07,FedEx,xZl706331457
97883,734153,2022-10-06,2022-10-10,Royal Mail,bCU974910477
71629,882291,2022-09-09,2022-09-21,USPS,Qbm049862933
78660,62443,2023-04-30,2023-05-06,DHL,Ysn224100155
69253,121778,2023-05-25,2023-06-05,FedEx,YUK323768284
19462,310895,2023-09-04,2023-09-13,UPS,cTf930242573
15960,839178,2023-09-19,2023-09-23,UPS,MBA046863641
75341,806477,2023-08-17,2023-08-29,USPS,hbH889978297
68458,764101,2022-11-13,2022-11-20,FedEx,aoI963214427
23,597177,2022-11-07,2022-11-20,FedEx,bhT139184643
43813,793824,2022-09-23,2022-10-06,USPS,Vak706902405
64568,455280,2021-12-14,2021-12-23,Royal Mail,MSJ314341372
36928,420828,2023-03-27,2023-04-08,UPS,eZv188693897
86909,713089,2022-12-22,2023-01-02,UPS,TXk887090606
52011,659491,2022-09-04,2022-09-16,DHL,bUj135211634
47413,690746,2023-10-14,2023-10-19,FedEx,rgn598096685
92799,692078,2023-08-22,2023-08-23,FedEx,zMZ085388801
93073,899036,2023-07-24,2023-07-27,FedEx,Tdy749371886
77447,777591,2023-06-19,2023-07-02,USPS,pBF973668826
32397,979630,2023-08-10,2023-08-22,UPS,KYA929540616
26116,433513,2023-09-15,2023-09-16,FedEx,DfT533140478
81577,664704,2023-10-07,2023-10-14,Royal Mail,oEC548067603
25076,299628,2023-10-05,2023-10-15,Royal Mail,Kuv183253656
85803,248553,2022-09-26,2022-10-02,DHL,sNL260638416
16910,494397,2023-10-02,2023-10-12,Royal Mail,gtQ487075452
31647,313630,2023-03-18,2023-03-23,USPS,ZeB472486391
74615,218154,2023-11-05,2023-11-06,Royal Mail,xYw852012237
4495,146715,2023-11-16,2023-11-27,DHL,KCn513754006
34708,855790,2023-11-04,2023-11-18,DHL,sdU250059209
15718,491222,2023-08-02,2023-08-11,FedEx,FKP201825159
41570,769854,2022-02-05,2022-02-19,USPS,Ttk207324128
46171,206345,2022-08-27,2022-09-04,Royal Mail,UPF632586479
92617,917944,2023-10-31,2023-11-06,UPS,ZSx371481778
55122,201006,2023-04-26,2023-05-04,FedEx,ZBv575210422
6835,818190,2023-09-30,2023-10-12,DHL,YpC040568278
86980,405114,2023-04-14,2023-04-26,DHL,xSX592559749
60008,538004,2022-11-03,2022-11-04,FedEx,dWR327641971
75532,309737,2023-02-19,2023-02-20,Royal Mail,Skk323860278
80445,995577,2023-11-14,2023-11-19,DHL,Nxs062271424
62999,24888,2023-09-19,2023-09-24,UPS,PwA886064181
44159,63488,2023-07-21,2023-07-29,Royal Mail,IDl725439059
30394,310484,2023-11-11,2023-11-17,UPS,XaN496832103
1368,923971,2023-02-16,2023-02-27,Royal Mail,BBF462142948
51054,782694,2023-08-12,2023-08-25,USPS,fmC053203583
46450,850515,2023-08-16,2023-08-29,FedEx,USd249884900
1601,927806,2023-04-05,2023-04-16,DHL,FZK880634104
28988,545911,2022-09-07,2022-09-16,FedEx,oZv564718614
37754,677385,2023-01-23,2023-01-24,USPS,ddW804990493
39414,155766,2023-10-09,2023-10-18,Royal Mail,XDa192674085
37748,182812,2023-08-18,2023-09-01,UPS,HYp986347067
85782,311447,2023-11-07,2023-11-15,DHL,cgs792206689
74273,395395,2023-05-16,2023-05-23,UPS,gxQ000615493
89180,775203,2023-08-14,2023-08-23,UPS,lus706489998
45090,866524,2023-03-26,2023-04-06,UPS,Kor579358520
3541,941142,2023-02-27,2023-03-11,Royal Mail,WgC007056198
15092,830517,2023-05-15,2023-05-26,FedEx,ULj010094954
15438,398385,2023-10-08,2023-10-17,DHL,pFO754138768
73438,735418,2023-07-15,2023-07-19,FedEx,DST364230952
79426,645567,2023-10-28,2023-11-09,Royal Mail,KXv301703347
69145,468769,2023-06-27,2023-07-06,FedEx,BiD722063017
46035,833375,2023-09-18,2023-10-01,USPS,YRE303153653
5868,971001,2023-02-23,2023-03-05,USPS,VUc694423673
31879,60910,2023-10-29,2023-11-09,FedEx,yye661222868
60369,817399,2023-10-12,2023-10-22,FedEx,hYC506523091
76278,863986,2023-09-14,2023-09-27,UPS,LSP644618325
49688,271236,2023-07-23,2023-07-28,UPS,Kbs572291651
739,789420,2023-09-08,2023-09-11,DHL,sKd750583648
78439,937424,2023-11-07,2023-11-17,UPS,WbH934558869
1709,598432,2023-02-26,2023-03-12,Royal Mail,KDJ460541705
79132,28295,2022-12-17,2022-12-28,Royal Mail,XsY247198063
83048,29715,2023-03-25,2023-03-29,UPS,ppD729909475
26769,140765,2023-08-03,2023-08-11,UPS,awL549680202
68733,277389,2023-07-30,2023-08-09,Royal Mail,ntc930004725
4488,777591,2023-06-20,2023-07-01,DHL,pQZ115869868
69841,674327,2023-11-13,2023-11-17,FedEx,gnP371972789
9951,276811,2022-08-21,2022-08-28,UPS,dzz849992649
61194,722034,2022-09-08,2022-09-16,UPS,aNf335762118
62957,19485,2023-08-01,2023-08-12,Royal Mail,HDR490777445
51987,453579,2023-10-06,2023-10-14,FedEx,QVV976407942
83082,615831,2023-10-31,2023-11-13,Royal Mail,Omw162631576
40395,393273,2022-04-13,2022-04-27,UPS,BVc529885955
75304,973358,2022-07-26,2022-08-09,Royal Mail,aIr730024941
32374,956579,2023-08-28,2023-09-02,FedEx,dpR233458244
81266,496569,2023-01-01,2023-01-07,DHL,fsv173960293
40888,998833,2023-09-08,2023-09-15,Royal Mail,kjK924863491
71010,732277,2023-01-31,2023-02-10,Royal Mail,Qxw598736413
16425,636024,2023-03-06,2023-03-20,USPS,eKk407068530
51993,532966,2023-05-14,2023-05-20,UPS,lGg742417536
82381,541130,2022-11-04,2022-11-14,USPS,JyK235693767
33461,90751,2023-02-01,2023-02-10,USPS,LDq276326389
21574,672360,2023-09-08,2023-09-18,UPS,Dqv252779374
61838,826687,2023-06-05,2023-06-07,USPS,UMU049035489
55281,25815,2023-08-27,2023-08-31,FedEx,NcX307538916
51291,726065,2023-06-10,2023-06-21,FedEx,KUw929030485
33854,881156,2023-01-07,2023-01-13,USPS,Yad158054433
71203,972791,2023-10-30,2023-11-12,UPS,uVC387782147
85730,541380,2023-10-29,2023-11-03,Royal Mail,sbZ775334219
68972,216664,2023-09-27,2023-10-08,USPS,hds327868920
10792,662243,2022-11-30,2022-12-12,DHL,hTn008015984
16317,839017,2023-08-26,2023-09-09,Royal Mail,WAb294792612
93210,906584,2023-06-03,2023-06-05,DHL,Hjk620515425
47646,711129,2023-08-27,2023-09-09,USPS,Bhl851196419
31583,290620,2023-08-30,2023-09-11,Royal Mail,gVn257414341
67314,687565,2023-07-24,2023-08-04,DHL,Jls498041315
2606,360796,2023-10-23,2023-10-30,Royal Mail,oUh310174613
95774,758998,2023-05-16,2023-05-29,Royal Mail,gLy305686652
41476,984103,2022-05-23,2022-06-01,DHL,YLL488373009
97654,93939,2023-10-09,2023-10-14,UPS,qjo142255963
44363,517839,2023-09-19,2023-09-23,USPS,zzb849373444
40561,925318,2023-08-29,2023-09-06,DHL,EyU503730336
43558,626071,2023-02-20,2023-02-22,UPS,Vkd110599717
46672,418096,2022-10-24,2022-11-02,Royal Mail,HJZ910206238
64050,850858,2023-05-09,2023-05-21,UPS,qbA607303004
45876,78235,2023-09-06,2023-09-16,DHL,cWV146160011
82558,256725,2022-10-18,2022-10-20,UPS,Nki163677420
52991,614062,2023-03-30,2023-04-09,USPS,zpK928854304
98046,753161,2023-05-06,2023-05-14,FedEx,Sue593018000
66900,890168,2023-11-04,2023-11-05,USPS,fqh930109795
31102,768735,2022-07-31,2022-08-05,Royal Mail,CKK011780657
56162,311605,2023-02-22,2023-03-06,DHL,npJ045772266
32114,345715,2023-02-13,2023-02-18,UPS,dAW701434219
65703,259172,2023-07-17,2023-07-29,Royal Mail,uSz343762962
16914,792437,2022-09-13,2022-09-16,Royal Mail,uZn896140144
11518,461364,2023-10-20,2023-10-23,UPS,YmK141441156
83269,160952,2023-06-19,2023-06-22,Royal Mail,wkv858278037
13931,79774,2023-06-02,2023-06-12,Royal Mail,yTG461375342
64508,554913,2023-06-15,2023-06-19,DHL,qdy392591391
78332,792437,2022-07-29,2022-08-04,USPS,YYt651873430
80991,507436,2023-10-31,2023-11-01,DHL,ArL785985813
88213,281427,2023-01-21,2023-02-03,FedEx,ubi974929052
19810,851002,2023-11-07,2023-11-16,FedEx,Hnw206741239
99852,127470,2022-12-27,2023-01-05,USPS,lgI677342997
90213,364962,2023-11-11,2023-11-14,DHL,tKi850754571
15990,503914,2022-04-18,2022-04-26,Royal Mail,Oqw180569697
42695,468708,2022-08-21,2022-08-24,FedEx,eRR424657610
63873,283991,2023-09-07,2023-09-08,Royal Mail,qEd705121967
7964,754109,2023-04-12,2023-04-18,DHL,FNy519497956
47953,995335,2023-07-23,2023-07-28,FedEx,Eyt287055430
83625,215646,2023-10-31,2023-11-04,Royal Mail,pNw721074736
72076,983484,2023-11-01,2023-11-09,USPS,qsi770144404
57563,239399,2022-09-05,2022-09-11,FedEx,WwE632435813
61569,201421,2023-08-12,2023-08-23,FedEx,KTp763766709
22991,16244,2023-01-07,2023-01-14,UPS,Yzj572080216
45475,791627,2023-10-28,2023-10-30,UPS,NyK548165306
64054,560556,2022-05-31,2022-06-11,UPS,bpZ695658019
24216,19156,2023-10-28,2023-10-29,Royal Mail,XTY382665713
60693,475264,2023-09-04,2023-09-05,UPS,Yex632632675
13628,283378,2023-08-22,2023-08-29,Royal Mail,dWq979583703
82233,979602,2022-10-16,2022-10-30,USPS,Gcu812703494
17932,652081,2023-07-23,2023-07-28,DHL,tZz976473549
67997,887041,2023-09-12,2023-09-14,Royal Mail,eJX286838666
3274,970869,2022-12-07,2022-12-20,FedEx,BHv511475034
55643,439803,2023-11-14,2023-11-16,Royal Mail,bye403611099
57897,271428,2023-11-14,2023-11-28,DHL,VFD526451065
50961,554072,2023-03-03,2023-03-07,FedEx,nYu136250707
3683,976880,2023-04-23,2023-04-24,FedEx,XQA084131634
54868,760398,2023-10-06,2023-10-07,UPS,LXg903099961
23650,948976,2023-07-11,2023-07-20,USPS,qkh800936797
33798,459356,2022-09-25,2022-10-09,DHL,qdx616705143
77091,709943,2023-06-01,2023-06-12,FedEx,caB365494473
76118,819317,2023-11-14,2023-11-24,FedEx,LHn664754634
97189,381590,2023-07-28,2023-08-02,DHL,NWL490423353
38027,228565,2023-07-08,2023-07-22,Royal Mail,Yah792327369
93766,44318,2022-09-14,2022-09-25,FedEx,pei587695963
44211,782684,2023-10-18,2023-10-29,FedEx,udJ009080178
19430,763323,2023-06-07,2023-06-12,FedEx,fsx480740378
17244,990615,2023-04-08,2023-04-15,Royal Mail,WVW339652208
34622,673096,2023-11-08,2023-11-13,USPS,WOd849341041
69614,669520,2022-06-16,2022-06-27,Royal Mail,lXQ916069011
20208,548548,2023-03-26,2023-04-07,Royal Mail,jnB533100004
7934,658342,2023-08-24,2023-08-28,Royal Mail,SEK132209383
95454,200916,2023-08-25,2023-09-05,UPS,XHE272899113
81658,573320,2022-10-13,2022-10-19,UPS,zOY419042035
14280,375107,2023-09-25,2023-09-28,DHL,cGn500767229
74845,34290,2023-08-14,2023-08-18,UPS,OYS360417550
71437,740206,2023-11-08,2023-11-19,Royal Mail,Pyo193267974
2262,34160,2023-07-31,2023-08-04,UPS,Rgs073898312
17342,982187,2023-06-18,2023-06-26,USPS,Nit370906516
43115,356585,2023-09-13,2023-09-19,Royal Mail,AkM162866806
64706,161334,2023-04-20,2023-04-26,FedEx,wLq505588980
9900,645633,2023-11-06,2023-11-11,USPS,MFu761538364
39053,929191,2023-11-07,2023-11-17,DHL,Abc062793849
41458,589239,2023-08-18,2023-08-20,DHL,SrB713525116
53749,599153,2023-09-18,2023-10-01,Royal Mail,nlU655303635
5173,644262,2023-04-09,2023-04-15,DHL,rJb160826054
120,71818,2023-11-16,2023-11-26,FedEx,ejJ649916377
98606,530119,2023-02-20,2023-02-23,DHL,EmV253345332
30831,627595,2023-01-30,2023-02-05,Royal Mail,BxV835608349
14979,949648,2022-10-29,2022-11-12,UPS,xGo196679722
15822,44763,2023-07-18,2023-07-30,USPS,Nmm689813682
64466,94078,2023-09-29,2023-10-05,Royal Mail,NMM666836482
41610,26166,2022-12-07,2022-12-08,USPS,YEZ441035554
74243,750917,2023-11-12,2023-11-14,Royal Mail,UGA798211262
89483,921617,2023-06-11,2023-06-25,USPS,rFO605456031
31250,332820,2023-01-25,2023-02-06,UPS,Dni469971306
6037,235185,2023-06-28,2023-07-08,Royal Mail,qiY617977110
94587,896661,2023-05-11,2023-05-22,USPS,nCx758625716
54833,99590,2022-12-14,2022-12-21,Royal Mail,MIS404549803
94008,314007,2023-11-11,2023-11-20,FedEx,vuz149408856
7973,7386,2023-11-16,2023-11-27,Royal Mail,JvQ057954076
86140,460848,2022-09-10,2022-09-14,USPS,idR458131688
63525,491812,2023-09-06,2023-09-12,UPS,Fcd952505917
97813,584545,2023-11-14,2023-11-28,USPS,JTW625222017
76972,814300,2023-09-29,2023-10-10,UPS,gkb534355635
18794,956594,2023-07-26,2023-08-03,USPS,jAI380548440
42110,343509,2023-10-21,2023-10-27,UPS,Cir121039203
62931,978333,2023-01-30,2023-01-31,USPS,TBu921704362
73983,607541,2023-10-08,2023-10-11,UPS,euT703769560
9496,652081,2023-10-16,2023-10-19,Royal Mail,fVr015582937
32712,882340,2023-11-16,2023-11-27,UPS,vdQ982699884
19347,576630,2023-11-14,2023-11-17,DHL,Kjv050409892
38209,823588,2023-10-25,2023-10-30,DHL,Men320989918
43051,620579,2023-10-04,2023-10-06,Royal Mail,JLM399161939
75955,421947,2023-08-19,2023-08-22,UPS,RPh752356473
1078,237652,2023-05-21,2023-05-25,DHL,aHF795123828
87600,152039,2023-02-26,2023-03-10,UPS,AQZ910649200
99337,605042,2023-10-30,2023-11-05,USPS,hTz977501726
42229,294926,2023-04-28,2023-04-29,FedEx,PLW456774555
93496,778056,2023-06-27,2023-07-11,Royal Mail,Mup448886838
65871,79774,2023-02-03,2023-02-13,Royal Mail,kNS227599156
3334,883981,2023-10-14,2023-10-21,Royal Mail,EeM352477313
55070,644262,2022-09-01,2022-09-10,Royal Mail,yec936799758
62816,576630,2023-08-03,2023-08-08,USPS,Tmf361603850
36973,322665,2023-11-09,2023-11-14,USPS,ZNk814547528
11221,513952,2023-03-10,2023-03-20,DHL,BjK989679341
56658,877115,2022-09-23,2022-10-01,DHL,CVp744767847
84215,77924,2023-05-08,2023-05-20,DHL,fUi997654734
58751,641521,2022-08-22,2022-08-25,UPS,JxN542681664
23271,620579,2023-09-21,2023-09-30,Royal Mail,Udk346924604
48692,499206,2023-04-15,2023-04-17,DHL,ptl518801038
73338,28691,2022-08-25,2022-08-30,UPS,xmH011795844
34210,390577,2023-09-02,2023-09-04,UPS,cUu925223189
35164,911064,2023-11-03,2023-11-07,DHL,IZS459286614
44280,233548,2023-02-15,2023-02-21,FedEx,ihn492942303
