PaymentID,OrderID,Amount,PaymentDate,PaymentMethod
2645,523448,1427.47,2023-06-02,PayPal
25054,32600,1171.6,2023-10-18,Gift Card
67313,193934,3913.96,2022-09-16,Credit Card
63354,570923,2780.19,2023-03-16,Bank Transfer
39587,149569,4838.77,2023-10-31,Debit Card
23407,801501,545.22,2021-12-29,Credit Card
83436,359744,2228.66,2023-11-04,Credit Card
40336,817417,2852.87,2022-08-21,Gift Card
26983,760251,4516.7,2023-02-21,Debit Card
80668,672368,2361.84,2022-05-12,Bank Transfer
65577,765754,3231.29,2023-09-15,Bank Transfer
66460,798236,1175.84,2023-09-23,PayPal
598,436506,93.85,2023-10-21,Bank Transfer
16443,941667,2613.24,2023-08-28,PayPal
33252,167749,1971.72,2023-07-15,PayPal
89718,331784,3927.7,2023-05-16,Debit Card
61004,585739,3729.55,2023-07-31,Bank Transfer
86321,798194,1819.95,2022-11-23,Credit Card
54949,445027,2292.54,2022-08-06,Bank Transfer
59284,894496,2431.16,2023-10-13,Gift Card
66929,715736,3664.71,2023-03-17,Credit Card
71343,254582,3537.72,2023-08-27,Debit Card
51932,989707,2411.54,2023-08-04,Bank Transfer
76119,586803,3663.28,2023-10-25,Gift Card
84932,822515,2462.89,2023-08-09,Bank Transfer
30215,862310,463.5,2023-02-08,Bank Transfer
39152,669087,2865.9,2023-11-10,PayPal
802,923565,2938.52,2023-05-08,Debit Card
33195,51477,2379.01,2023-11-13,PayPal
60230,691084,1520.85,2022-07-25,Debit Card
62386,485382,430.0,2023-07-29,Bank Transfer
53253,16831,3443.0,2022-08-26,Bank Transfer
56019,313847,4370.55,2022-11-28,Debit Card
77311,783032,4514.38,2023-11-08,Debit Card
41379,700316,3467.66,2023-05-27,Bank Transfer
59489,101372,1654.2,2023-03-25,Bank Transfer
83626,171735,1042.77,2022-11-17,Gift Card
10005,344103,4994.38,2022-11-14,Debit Card
37246,676972,2179.68,2023-02-18,Debit Card
68494,174831,135.92,2023-10-03,PayPal
15580,502710,2265.5,2023-02-23,Gift Card
21384,389119,4619.11,2023-10-29,Debit Card
77006,670623,2133.21,2022-07-09,Gift Card
37067,958957,3466.58,2023-04-18,PayPal
42471,240740,4889.29,2022-07-18,Bank Transfer
29503,343509,1532.5,2023-10-24,Bank Transfer
37767,674239,3329.02,2023-08-11,Bank Transfer
51499,552470,1609.06,2022-11-11,PayPal
28081,976641,399.2,2023-06-03,Credit Card
85646,961713,4450.71,2022-09-16,Gift Card
8540,596799,658.31,2023-06-20,Bank Transfer
14174,810670,1667.64,2023-05-16,Credit Card
46383,827385,233.44,2023-04-02,Debit Card
37787,906397,4354.46,2023-11-14,Bank Transfer
42060,135701,4373.93,2023-03-15,PayPal
83566,674711,1383.07,2023-11-13,PayPal
88231,822803,2077.2,2023-10-16,Credit Card
27223,837586,1580.2,2023-09-28,Credit Card
63224,140939,273.79,2022-10-10,Gift Card
32814,990911,1502.31,2023-09-18,Gift Card
89687,777895,2994.4,2023-04-28,Gift Card
80578,890310,830.72,2023-11-14,Gift Card
69316,774795,4409.5,2023-09-11,Gift Card
78491,283752,2264.42,2023-07-09,Debit Card
79208,346272,1177.72,2023-06-16,Credit Card
46707,940564,3520.05,2023-10-25,Bank Transfer
99179,88814,3840.67,2023-01-27,Credit Card
53923,274220,2745.04,2023-08-11,Credit Card
55709,748260,2049.28,2023-11-02,Gift Card
70609,43807,858.45,2022-10-19,Debit Card
4255,408174,3051.04,2022-02-17,PayPal
3441,276707,4365.31,2022-12-28,Debit Card
16054,816380,4498.73,2022-08-05,Bank Transfer
35058,551079,2185.64,2023-10-01,Gift Card
75100,855744,4415.67,2023-09-25,Credit Card
36971,574202,4293.55,2023-01-09,Gift Card
69495,685629,3363.59,2023-05-13,Credit Card
57981,732066,2422.85,2023-06-12,Bank Transfer
12077,452157,2183.02,2023-09-24,Gift Card
9712,501207,2986.93,2023-06-15,Credit Card
76120,530186,3407.01,2023-10-30,Debit Card
87521,863137,2626.36,2023-04-17,Debit Card
42129,65815,3696.89,2023-02-05,Gift Card
26468,851264,2789.73,2023-02-13,PayPal
2844,61568,873.85,2023-08-30,PayPal
82028,328886,3816.07,2023-10-17,Debit Card
15258,637358,3695.81,2022-07-03,PayPal
51373,405452,3942.5,2023-09-23,Bank Transfer
192,612275,3095.96,2022-12-05,Bank Transfer
86965,283838,1783.49,2023-10-31,Credit Card
19852,804572,805.07,2023-08-09,Bank Transfer
47338,106312,1619.2,2023-08-10,PayPal
51811,21630,1423.12,2023-09-12,Debit Card
63395,79331,1074.32,2023-05-08,Bank Transfer
54706,633094,2109.55,2023-07-25,Bank Transfer
16683,100394,4078.8,2023-08-25,Debit Card
69248,95537,2939.34,2023-11-15,Debit Card
41154,679883,191.22,2022-11-06,Debit Card
88412,626119,4583.99,2022-05-17,Credit Card
61655,45627,1972.2,2023-02-17,Credit Card
23104,500240,3018.54,2023-10-20,Debit Card
41769,524205,3262.1,2023-09-21,PayPal
47123,681346,1062.12,2023-07-30,Credit Card
57080,367220,408.85,2023-02-26,PayPal
83729,255554,2344.2,2023-07-15,Debit Card
61251,717116,51.28,2023-09-06,Bank Transfer
62600,7827,1813.06,2022-05-09,PayPal
27920,316043,188.54,2022-04-02,Bank Transfer
17541,695493,3820.91,2022-05-01,Bank Transfer
91075,300760,4919.02,2023-10-26,Credit Card
24743,535709,4368.65,2023-03-11,Debit Card
23127,457434,4549.01,2023-02-12,PayPal
53575,276862,136.91,2022-12-28,Credit Card
84314,825429,514.91,2023-04-25,Bank Transfer
65415,324855,4746.32,2023-10-14,Bank Transfer
19909,584419,887.28,2023-07-16,Credit Card
7664,709536,732.27,2023-05-13,Credit Card
82760,774648,3488.87,2022-11-24,Gift Card
86500,567509,3206.44,2023-04-16,PayPal
92734,13849,2851.34,2022-07-06,Credit Card
72889,651038,2483.42,2023-08-31,PayPal
44692,210929,2151.83,2023-05-09,Debit Card
14758,399324,4382.02,2023-09-20,PayPal
4166,245713,535.0,2023-09-27,Bank Transfer
594,842498,3271.44,2023-02-04,Debit Card
13774,604928,2751.04,2023-06-09,Bank Transfer
34808,586743,628.89,2022-07-12,PayPal
64235,333453,662.87,2023-04-11,Debit Card
82377,518040,1306.4,2023-10-15,Bank Transfer
38111,400002,3406.11,2023-11-05,PayPal
43025,109317,2135.22,2023-10-28,Gift Card
84240,456866,2519.64,2023-08-03,Gift Card
94536,183653,3093.58,2023-08-25,PayPal
79982,948184,2486.73,2023-10-24,Credit Card
21765,457772,876.87,2023-11-06,Credit Card
8810,700006,4523.88,2023-10-09,PayPal
33924,793618,633.19,2023-07-13,Bank Transfer
79012,723263,4348.36,2023-02-13,Credit Card
70615,149605,3596.95,2022-09-17,Gift Card
14783,616193,4208.11,2023-08-16,PayPal
69238,123670,2508.71,2023-08-06,Debit Card
49117,360229,4564.46,2023-05-31,Gift Card
1741,911627,3622.2,2023-04-09,Gift Card
80297,760484,3052.05,2023-09-16,Gift Card
55583,187514,993.62,2023-04-17,Bank Transfer
62601,662268,4837.95,2023-07-28,Gift Card
58134,271506,1591.99,2022-07-26,Credit Card
36532,200300,2317.98,2023-03-25,Debit Card
46356,107496,4012.51,2023-07-22,Credit Card
64777,142983,4987.42,2023-09-14,PayPal
25611,852051,4809.83,2023-10-27,Credit Card
84790,193544,351.56,2023-04-15,Gift Card
44648,401341,3623.59,2023-10-22,Bank Transfer
96959,752655,2535.2,2022-06-15,PayPal
61583,610119,4601.16,2023-10-23,Debit Card
62159,138361,4588.5,2022-08-30,PayPal
33194,609477,410.67,2023-03-01,PayPal
98680,173777,653.93,2023-11-04,Gift Card
11317,112144,3046.69,2023-09-25,PayPal
89017,579163,729.83,2023-02-10,PayPal
75939,697558,4596.83,2022-11-24,PayPal
66212,51071,957.21,2023-11-06,PayPal
5719,418521,1863.27,2023-07-30,PayPal
68615,499050,532.46,2022-05-27,Credit Card
57387,994776,533.9,2022-08-10,PayPal
36502,586962,1587.61,2023-08-05,Bank Transfer
91673,698239,3117.34,2023-03-28,PayPal
99291,408868,237.13,2023-06-30,Credit Card
14224,827883,1417.32,2023-07-06,Debit Card
58599,833089,4961.34,2023-08-21,PayPal
84634,133114,2555.11,2023-10-17,Bank Transfer
46858,231968,3756.68,2023-09-09,Credit Card
21989,841126,3289.27,2023-09-09,PayPal
33568,293636,3417.23,2023-10-14,Credit Card
12406,645866,2356.12,2022-10-12,Credit Card
61753,875604,690.05,2023-09-12,Credit Card
53375,239302,4555.35,2022-03-26,PayPal
83655,384597,1477.81,2023-06-18,Gift Card
66776,362197,541.9,2023-09-20,Bank Transfer
41640,949350,4011.7,2023-05-13,Gift Card
51597,116338,2455.7,2023-08-16,Credit Card
80358,72606,2217.14,2023-01-25,PayPal
18747,891645,3242.25,2023-08-11,Debit Card
3704,180480,538.26,2023-08-29,PayPal
41463,960226,3636.18,2023-01-27,Gift Card
20778,511145,4767.83,2023-01-10,Credit Card
88727,242660,2115.09,2023-04-17,Credit Card
45624,173847,3949.22,2022-09-30,Credit Card
65347,797308,3697.71,2022-10-24,PayPal
59662,984397,4051.59,2023-07-08,PayPal
22618,387484,3908.6,2023-05-14,Gift Card
63706,68064,4372.08,2023-09-05,Bank Transfer
55295,17151,374.87,2022-04-24,Credit Card
48007,842276,3744.23,2023-09-17,Gift Card
35969,360421,1948.2,2023-06-19,Credit Card
65813,810020,3707.16,2023-07-13,Credit Card
57578,874257,2466.78,2023-07-08,PayPal
89415,877171,4263.73,2023-06-26,Credit Card
79194,878973,4262.36,2023-06-07,Credit Card
54584,959033,391.87,2023-08-19,PayPal
9942,756957,4933.09,2023-10-13,Credit Card
17409,133017,3185.56,2023-09-06,Debit Card
45182,735730,2309.92,2023-08-18,Bank Transfer
29453,803713,3013.73,2023-09-11,Debit Card
17381,112793,3261.52,2023-08-10,Gift Card
25066,859323,3873.86,2023-11-14,Credit Card
75270,216664,1471.31,2023-08-23,Credit Card
14327,644832,3168.78,2023-11-04,Credit Card
85936,178791,1647.17,2023-07-24,PayPal
29169,7243,3359.17,2023-06-25,Credit Card
59445,675829,4763.62,2023-03-27,Gift Card
48828,560009,135.68,2023-03-06,Bank Transfer
15224,871649,1438.67,2023-06-01,Gift Card
87035,625543,2506.36,2022-12-07,Gift Card
42383,865897,936.83,2023-09-25,Gift Card
56976,358146,1347.24,2023-06-12,PayPal
95322,662711,3434.9,2023-08-13,Gift Card
83063,214483,4533.75,2023-09-03,PayPal
3465,118111,2060.5,2023-03-07,Debit Card
10292,844268,1894.63,2023-10-21,Bank Transfer
57939,852661,677.61,2023-11-08,Bank Transfer
22428,437645,1295.8,2023-09-21,Gift Card
46852,918406,3579.27,2023-10-12,Credit Card
3903,382923,402.66,2022-12-25,PayPal
97904,334050,3298.82,2023-09-12,PayPal
62761,91698,2175.69,2022-11-01,Credit Card
43863,674759,310.79,2022-06-20,Credit Card
37725,22299,1090.4,2023-08-17,PayPal
62475,349126,2171.88,2022-11-26,Gift Card
32564,433362,214.59,2023-05-18,PayPal
55003,602052,3502.17,2022-04-22,Gift Card
83647,856369,722.54,2023-10-14,Credit Card
67930,10223,1640.38,2022-08-20,Gift Card
14183,551835,4982.43,2023-04-09,Debit Card
71373,571669,1839.76,2023-04-26,Credit Card
15386,91849,4011.38,2023-11-15,Credit Card
34264,841517,3112.52,2023-10-13,Gift Card
15729,776030,1764.04,2023-08-04,Bank Transfer
3002,100514,2893.62,2022-06-22,Gift Card
60481,830320,2698.04,2023-10-25,Credit Card
23929,910332,3033.08,2022-10-08,Bank Transfer
68690,730090,4876.39,2023-08-30,PayPal
69080,94271,817.66,2023-11-10,Credit Card
63816,978435,3769.51,2023-08-25,PayPal
73418,540892,4579.66,2023-03-05,PayPal
80970,363072,2303.29,2022-04-24,PayPal
5438,380941,3268.45,2023-11-12,Credit Card
80215,638392,487.03,2023-06-21,Bank Transfer
95360,249482,355.02,2022-12-09,Gift Card
37066,859647,1149.69,2023-03-29,Bank Transfer
68672,691626,77.19,2023-06-05,Debit Card
15456,682439,2249.51,2023-10-16,Debit Card
75923,436587,149.91,2022-11-11,Debit Card
34628,397053,658.36,2023-10-14,Debit Card
82773,601654,4762.79,2023-08-21,Gift Card
4440,519664,2323.8,2023-10-06,Gift Card
75306,168207,4349.24,2022-08-17,Credit Card
6918,840470,3561.25,2022-09-23,Bank Transfer
94730,787870,3978.26,2023-04-29,Debit Card
63696,862725,3041.3,2023-06-26,Credit Card
16167,391374,273.49,2022-09-20,Credit Card
9788,995782,944.64,2023-09-12,Gift Card
86076,880004,2447.12,2023-02-13,Bank Transfer
71557,486869,2177.69,2023-11-16,Debit Card
42151,670049,1821.16,2022-10-22,Gift Card
2605,104959,1235.68,2023-06-30,Credit Card
4362,816843,510.94,2022-10-06,Debit Card
75860,439655,3345.26,2023-06-14,Debit Card
71115,910676,2745.32,2023-03-20,Debit Card
96688,792398,1140.99,2023-09-27,Debit Card
8729,341978,2731.54,2023-04-30,Bank Transfer
31694,336856,3692.99,2023-02-05,Bank Transfer
61934,286420,2195.43,2022-09-22,Debit Card
91988,810534,712.24,2023-09-20,Bank Transfer
72430,562631,1854.75,2023-09-28,Credit Card
15657,399896,2267.6,2022-05-09,Debit Card
27109,496552,4199.08,2023-11-09,PayPal
51802,787921,933.38,2023-04-01,PayPal
72742,225789,2515.15,2023-08-19,Debit Card
4060,719708,3299.71,2022-03-07,Gift Card
38469,904928,3799.2,2023-10-25,PayPal
52123,451462,4342.24,2023-08-18,Debit Card
14747,543613,1124.47,2023-09-14,PayPal
7361,984622,157.48,2023-01-25,PayPal
70647,301593,4256.99,2023-09-24,Debit Card
58232,658651,1149.04,2023-02-08,Credit Card
28345,647945,2320.6,2022-09-12,Credit Card
95544,996615,4467.07,2023-04-29,Credit Card
77784,988426,4930.22,2023-10-23,Bank Transfer
56241,175074,3298.87,2023-06-12,PayPal
65700,589438,4603.68,2023-06-22,Bank Transfer
15654,982907,3833.0,2023-07-21,Credit Card
85926,600316,4942.13,2022-07-01,Bank Transfer
74925,554913,266.53,2022-10-10,Debit Card
31101,817972,4485.79,2023-01-16,PayPal
44116,321670,3007.09,2023-03-12,Debit Card
45880,6617,112.09,2023-03-01,PayPal
40972,292715,2661.27,2023-10-13,Credit Card
60799,724117,485.03,2023-11-14,Gift Card
60927,636088,1486.39,2023-09-12,Debit Card
10458,322985,3799.74,2023-11-10,Debit Card
79918,204117,2697.75,2023-10-16,Debit Card
34656,623443,2363.36,2023-11-13,PayPal
51626,656639,899.93,2023-10-04,Bank Transfer
29777,521952,3454.38,2023-08-18,Gift Card
81080,64033,3454.89,2023-07-23,Bank Transfer
20800,633787,1020.0,2023-02-26,Debit Card
56376,847222,685.3,2023-05-03,Gift Card
10038,871592,4766.19,2023-09-24,Gift Card
69476,714071,4340.99,2023-03-14,PayPal
44269,4811,2284.81,2023-08-14,Bank Transfer
13862,609586,3290.75,2023-07-17,PayPal
75828,920877,2940.15,2023-09-07,Debit Card
55371,613467,2142.97,2023-07-22,PayPal
72390,87974,1907.05,2023-07-05,Gift Card
77627,282344,4555.92,2022-12-24,Gift Card
31318,457324,2991.02,2023-11-10,Bank Transfer
22545,345602,3987.56,2023-08-26,PayPal
66237,598191,454.1,2022-07-04,Debit Card
21762,669873,2026.24,2023-06-09,Credit Card
93308,97676,322.39,2023-04-22,PayPal
45003,89320,3239.23,2023-02-12,Debit Card
77323,353454,2283.88,2023-05-03,Bank Transfer
7115,856743,4899.08,2023-10-28,Bank Transfer
5810,851500,3655.13,2023-06-30,Credit Card
63901,732330,1909.14,2023-08-10,Gift Card
99651,516025,1991.69,2023-09-25,Gift Card
62036,5765,374.16,2023-06-15,PayPal
14687,943251,3580.54,2023-06-01,Gift Card
92637,860977,800.03,2023-03-25,Gift Card
81755,533611,3475.66,2022-12-15,PayPal
87976,916611,716.87,2023-03-15,PayPal
8582,551853,2471.96,2023-07-07,PayPal
31509,598300,1477.93,2023-10-03,Credit Card
41970,142571,760.33,2023-01-04,Gift Card
27548,384177,760.13,2023-07-05,Credit Card
10767,320052,620.2,2022-06-30,Debit Card
50263,823396,3548.65,2023-03-26,PayPal
38601,128227,2779.5,2023-10-08,Debit Card
19508,593935,423.83,2023-05-29,Debit Card
92999,688084,1601.18,2023-04-30,Debit Card
42079,144316,3540.46,2023-09-16,Credit Card
75868,127613,2544.05,2023-05-07,PayPal
22525,923872,638.77,2023-10-23,Debit Card
9612,926142,4562.41,2023-01-19,Credit Card
56611,77809,739.8,2022-08-18,PayPal
45985,396832,2599.01,2022-11-10,Gift Card
41144,177086,3226.14,2022-03-22,Debit Card
27446,685960,253.73,2023-02-12,Credit Card
28866,347929,4851.22,2023-10-29,Credit Card
19010,928412,2132.19,2023-08-13,PayPal
15038,674403,507.41,2023-04-24,Debit Card
9675,772707,4431.33,2023-08-06,PayPal
28610,802967,1716.88,2023-06-09,Bank Transfer
44884,686600,2904.79,2023-10-17,Debit Card
71327,15115,3270.59,2023-09-11,Debit Card
21149,805099,1708.72,2022-05-18,Debit Card
56514,930618,4937.88,2023-11-04,Credit Card
48929,338103,4893.55,2023-11-14,Bank Transfer
54531,89921,239.87,2023-05-11,Credit Card
21062,504924,4463.95,2022-07-10,Debit Card
22218,325570,4710.99,2023-11-08,Gift Card
82120,936340,2728.7,2023-05-15,PayPal
95070,582753,839.85,2023-05-24,PayPal
75313,727294,4305.55,2023-07-08,Bank Transfer
43148,153709,2189.41,2023-10-01,PayPal
89668,242704,2580.62,2023-11-13,Gift Card
10561,121907,2251.4,2023-09-04,Gift Card
79446,557741,2577.86,2023-07-27,PayPal
61612,64317,234.3,2023-11-16,Debit Card
75732,254064,2160.79,2023-02-10,PayPal
34621,100905,4282.93,2023-08-07,Debit Card
71640,62592,1086.22,2023-11-02,PayPal
26760,482069,3519.95,2023-08-22,Gift Card
90837,838944,4407.17,2023-06-04,Credit Card
50484,607453,306.85,2022-11-16,Gift Card
92335,500562,373.62,2022-10-05,Bank Transfer
68408,350053,3318.22,2023-09-15,Gift Card
45650,608160,2655.89,2023-05-16,Debit Card
36367,726555,3827.63,2023-07-02,PayPal
8573,115946,4269.84,2023-08-20,PayPal
81718,142120,534.52,2022-12-25,PayPal
56615,494916,2160.3,2023-09-07,PayPal
20386,698291,1431.94,2023-03-24,PayPal
25187,368323,1095.36,2023-11-10,Bank Transfer
19871,63364,2466.53,2023-10-17,Debit Card
84224,187146,2829.43,2023-09-20,PayPal
99793,436321,2587.95,2023-08-26,PayPal
86534,38935,206.48,2023-08-02,Debit Card
39967,748260,2049.28,2022-12-28,Credit Card
53927,808269,2260.71,2023-11-07,Bank Transfer
82758,395326,4351.69,2023-07-16,Debit Card
64431,559463,3113.65,2023-09-23,Gift Card
23173,170763,4718.05,2023-11-07,Debit Card
67448,557933,4436.38,2023-10-25,Debit Card
20757,448392,4453.0,2023-09-14,Gift Card
99734,137071,4768.36,2023-10-10,Credit Card
67602,364120,299.7,2023-11-13,Gift Card
35206,987765,2498.59,2023-07-15,Debit Card
14218,148181,977.91,2023-10-31,Credit Card
36762,37852,3890.44,2023-03-12,Credit Card
14035,276903,2653.7,2023-11-09,PayPal
59732,270754,1129.12,2023-09-29,Debit Card
63992,330714,4566.15,2023-07-18,PayPal
75921,217037,335.85,2023-10-20,PayPal
1766,244650,813.65,2023-08-17,Gift Card
33554,561826,4567.75,2023-03-10,Debit Card
64499,832078,119.31,2022-10-05,PayPal
90801,253756,3476.45,2023-10-28,Debit Card
75975,546019,577.67,2023-09-22,PayPal
96342,434667,1387.63,2022-07-06,PayPal
27015,117466,1687.24,2023-05-02,Bank Transfer
35575,439280,2982.47,2023-10-17,Debit Card
53907,713090,1748.58,2023-03-14,PayPal
55191,411948,1785.11,2022-12-02,Debit Card
86759,45281,2395.99,2022-03-25,Debit Card
79482,106785,1331.89,2022-12-28,PayPal
7281,678066,3081.92,2023-07-30,Credit Card
2342,869317,2422.87,2022-10-13,Credit Card
33515,825968,2055.03,2023-07-12,Bank Transfer
99771,520244,3598.35,2023-11-02,Debit Card
47955,265754,4052.22,2023-11-16,Debit Card
97551,673847,3784.87,2023-04-28,Gift Card
41949,718409,67.86,2023-10-30,Gift Card
93722,129398,789.14,2023-08-16,Bank Transfer
89019,101680,2713.98,2023-05-12,Credit Card
66606,887795,2730.24,2023-10-16,PayPal
19165,238505,1218.41,2022-09-22,PayPal
94992,653919,1643.35,2023-07-12,PayPal
10411,402104,1425.09,2023-01-13,Bank Transfer
97715,133755,586.01,2023-11-13,Credit Card
30892,265548,2732.78,2023-09-02,PayPal
29318,11909,2579.23,2023-10-17,Gift Card
95369,941050,1028.62,2023-11-14,Gift Card
72653,892977,3733.73,2023-07-17,Bank Transfer
37270,239211,1220.07,2022-12-28,PayPal
93100,780121,4566.63,2022-11-08,Gift Card
64264,802427,4438.58,2022-12-07,Credit Card
75820,181299,1449.48,2023-04-09,Bank Transfer
93405,674403,507.41,2022-12-29,Gift Card
98704,85062,384.86,2023-08-07,PayPal
43190,978713,3405.28,2023-10-25,Bank Transfer
75327,155071,3150.23,2022-11-02,Bank Transfer
71003,828882,2774.44,2023-05-17,Gift Card
89130,673140,4652.31,2023-07-27,Debit Card
64867,372796,3386.81,2023-09-12,Bank Transfer
99068,352700,3034.04,2023-11-07,Debit Card
22669,422153,4452.09,2023-10-31,Bank Transfer
77552,220696,1396.21,2023-06-14,Gift Card
18593,909213,3759.45,2023-10-09,Bank Transfer
15572,232267,4898.15,2023-09-27,Gift Card
2497,604019,2610.51,2023-07-17,Credit Card
50588,776077,3422.88,2022-08-17,PayPal
45161,727294,4305.55,2022-08-15,Gift Card
31289,404227,2712.74,2023-10-26,Credit Card
26556,153031,2294.48,2023-04-16,Credit Card
72268,418167,2546.0,2023-11-06,Debit Card
20953,863779,676.11,2023-07-01,Credit Card
94782,407565,1652.25,2023-10-15,Bank Transfer
44352,692888,2571.31,2023-10-28,Debit Card
54118,2817,1811.99,2022-06-07,PayPal
19987,595990,3001.51,2023-03-17,Bank Transfer
36654,499900,3957.0,2023-06-22,PayPal
38130,789127,2807.67,2023-09-17,Bank Transfer
78137,259451,250.09,2023-11-07,Bank Transfer
96366,62143,894.86,2022-09-06,Bank Transfer
41553,464253,254.17,2023-05-23,Credit Card
64844,452983,304.77,2023-10-23,Debit Card
14531,947207,3963.96,2023-08-20,Gift Card
91481,297796,1546.9,2023-03-22,PayPal
63465,447401,2049.73,2022-12-12,Debit Card
9461,882972,4524.22,2023-04-07,Gift Card
31993,425781,3755.25,2023-08-25,Debit Card
3492,354960,2036.78,2022-10-16,Credit Card
44977,973630,125.33,2023-11-12,Credit Card
92609,689490,4527.66,2023-04-15,Bank Transfer
88587,793316,713.45,2023-07-26,Bank Transfer
14013,629595,3729.17,2023-09-12,Credit Card
17103,468486,2651.32,2023-05-24,Gift Card
74271,283610,3652.74,2022-11-25,Bank Transfer
98946,479752,2248.76,2023-07-30,PayPal
88456,534876,2121.98,2023-09-13,Gift Card
99204,947033,3391.39,2023-07-23,Debit Card
9770,925413,1050.01,2023-11-11,Gift Card
91757,37135,675.06,2023-07-08,Gift Card
66805,518040,1306.4,2023-11-14,Gift Card
27304,422153,4452.09,2022-06-05,PayPal
31330,289153,4707.49,2023-04-04,Gift Card
39869,253274,2581.01,2022-04-05,Gift Card
48138,902641,3531.34,2023-09-12,Credit Card
42022,962233,3961.54,2023-02-16,Bank Transfer
16366,688904,830.33,2023-09-28,Gift Card
93976,995698,2248.16,2023-01-08,Bank Transfer
93676,880903,87.87,2023-08-17,Gift Card
94004,884519,2447.06,2023-02-21,PayPal
35298,604764,2333.79,2023-02-11,Bank Transfer
9118,335568,87.83,2023-07-15,Debit Card
68500,921962,4659.71,2022-11-13,Bank Transfer
78670,454245,3840.7,2023-08-15,PayPal
7493,388721,1762.24,2023-07-31,Bank Transfer
77963,811386,1154.47,2023-09-30,PayPal
63519,325788,4626.97,2023-06-11,PayPal
4113,120457,1507.53,2023-10-04,Bank Transfer
67517,588602,150.77,2023-09-25,Gift Card
29001,66142,2163.66,2023-11-15,Credit Card
7738,109745,3932.95,2023-10-27,PayPal
94589,541267,313.91,2022-02-17,Gift Card
98264,696348,2381.91,2023-05-11,Credit Card
39039,37427,4130.04,2022-09-15,Debit Card
79398,341858,3401.86,2023-03-21,Debit Card
17338,251475,1545.71,2023-02-16,Bank Transfer
60938,863767,3196.3,2023-04-18,PayPal
37458,240488,2958.78,2023-09-29,Debit Card
70712,79614,1775.03,2023-11-16,Debit Card
61854,676972,2179.68,2022-10-03,PayPal
64793,320432,2394.65,2023-04-07,Credit Card
18978,804760,2000.76,2023-02-13,Gift Card
23446,84449,1818.93,2023-03-22,PayPal
97705,780532,4852.46,2023-02-12,Credit Card
47419,604503,783.02,2023-05-21,Bank Transfer
55259,549483,2048.75,2023-09-02,Gift Card
81324,288126,1558.04,2023-09-01,PayPal
31108,809006,1335.95,2023-08-22,Bank Transfer
92395,415259,4953.54,2023-09-15,Gift Card
70106,24851,391.88,2022-04-02,Bank Transfer
9479,826943,3643.33,2023-09-18,Gift Card
41082,644353,4707.71,2022-10-05,Gift Card
85156,389896,2743.04,2022-01-24,Credit Card
56560,326843,732.79,2023-06-09,Bank Transfer
91864,800933,3200.95,2023-11-05,Debit Card
48151,65815,3696.89,2023-03-23,Gift Card
58648,606786,4957.39,2023-08-18,Bank Transfer
26566,333030,4547.97,2023-10-13,PayPal
25140,118441,2998.89,2023-11-13,Gift Card
99365,352487,4684.83,2023-08-26,Gift Card
23179,636849,2071.1,2022-11-29,Credit Card
62046,509064,2608.87,2023-03-14,Bank Transfer
77003,158763,2472.97,2023-06-29,PayPal
19409,170661,3553.58,2022-12-10,Bank Transfer
77577,425899,267.36,2023-06-13,Credit Card
87168,73719,3581.21,2023-09-20,Credit Card
43445,417303,4650.06,2023-08-09,Bank Transfer
33444,46625,3834.72,2023-08-21,Bank Transfer
79920,908658,1818.52,2022-12-24,Debit Card
58316,95894,2402.45,2023-11-11,Bank Transfer
93178,281579,2397.0,2023-11-07,Debit Card
94721,727925,661.43,2023-10-15,Gift Card
76753,522450,2994.78,2023-11-11,Gift Card
22325,634056,1746.52,2023-07-04,Gift Card
45010,979161,3253.49,2022-12-21,Credit Card
87384,706497,3829.07,2022-11-25,Debit Card
2603,957016,403.39,2023-11-09,PayPal
75131,98311,2884.48,2022-09-03,Gift Card
39098,949350,4011.7,2023-11-04,Debit Card
17532,58281,1813.24,2023-03-08,Gift Card
63701,534419,3150.74,2023-10-18,Bank Transfer
44683,957885,1898.32,2022-11-01,Gift Card
15183,445397,3285.3,2022-09-13,Bank Transfer
29851,753124,3429.09,2023-11-16,Gift Card
49764,798811,2081.1,2023-09-09,PayPal
656,992506,1948.48,2023-02-28,Bank Transfer
79214,686661,4258.45,2023-07-23,Credit Card
59185,49466,3367.74,2023-02-17,Debit Card
39591,255024,3927.52,2023-10-04,Debit Card
25500,956335,1694.12,2023-07-22,Credit Card
42421,710838,2236.32,2023-04-07,Bank Transfer
63782,274990,737.66,2023-03-07,Debit Card
86224,710977,3117.19,2023-09-07,Bank Transfer
47489,986862,825.88,2023-06-14,PayPal
7318,853988,698.37,2023-03-19,Credit Card
635,205532,3251.2,2023-09-20,Bank Transfer
97899,926708,504.48,2023-02-18,PayPal
73730,128773,3133.85,2023-10-18,Debit Card
6015,619653,4000.55,2023-02-05,Bank Transfer
19703,463547,2261.18,2023-10-22,Credit Card
91563,966514,178.05,2022-10-12,Debit Card
77595,689285,4060.01,2023-01-10,Bank Transfer
83473,849214,856.42,2023-10-21,Bank Transfer
79795,621845,3405.46,2023-09-04,Debit Card
14075,187636,814.69,2023-11-15,Credit Card
81858,649238,2668.07,2023-07-13,Credit Card
99898,178067,2656.25,2023-10-16,PayPal
58852,234731,4572.61,2023-02-24,Gift Card
